ID,Cycliste,Nationality,Points,Racedays,Km,Wins,Top_10,Weight,Height,Age,UCI_rank,All_time_rank,Team,TDF_starts,Giro_starts,Vuelta_starts,Roubaix_starts,MSR_starts,LBL_starts,Ronde_starts,Lombardia_starts,GC_wins,Oneday_Race_wins,ITT_wins,Gt_Participation,Classic_Participation,GT_Classic_Participation,Carreer_Major_Wins,Points_per_Km,Points_per_days,days_between_wins,top10_percent
252,Torstein Træen,norway,81,33,4964,0,11,,1.8,25,262,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016317485898468976,2.4545454545454546,inf,0.3333333333333333
253,Syver Wærsted,norway,13,20,2923,0,4,,1.92,24,1038,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004447485460143688,0.65,inf,0.2
254,Erik Nordsaeter Resell,norway,16,22,3756,0,6,,,24,838,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004259850905218318,0.7272727272727273,inf,0.2727272727272727
255,Johan Price-Pejtersen,denmark,4,11,1239,0,3,77.0,1.97,21,1198,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003228410008071025,0.3636363636363637,inf,0.2727272727272727
256,Lars Saugstad,norway,0,22,3628,0,3,,,23,NC,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.13636363636363635
257,Iver Skaarseth,norway,3,14,1740,0,3,,,22,1916,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017241379310344827,0.21428571428571427,inf,0.21428571428571427
258,Sindre Kulset,norway,0,12,1531,0,0,,,22,NC,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
259,Martin Urianstad,norway,0,18,2219,0,3,,,21,525,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.16666666666666666
260,Kristian Kulset,norway,0,23,3527,0,0,,1.88,25,NC,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
261,Chris Froome,great-britain,33,44,7137,0,0,66.0,1.86,35,NC,39,Ineos-grenadiers,8,3,7,1,0,7,0,0,17,0,7,18,8,26,17,0.004623791509037411,0.75,inf,0.0
262,Michał Kwiatkowski,poland,630,46,7841,1,9,68.0,1.76,30,38,140,Ineos-grenadiers,7,1,2,0,8,9,5,5,4,10,7,10,27,37,14,0.08034689452875908,13.695652173913045,46.0,0.1956521739130435
263,Geraint Thomas,great-britain,398,26,3792,0,8,71.0,1.83,34,64,183,Ineos-grenadiers,10,4,1,6,5,1,6,0,8,2,5,15,18,33,10,0.104957805907173,15.307692307692307,inf,0.3076923076923077
264,Rohan Dennis,australia,452,47,7272,0,10,72.0,1.82,30,72,233,Ineos-grenadiers,4,3,3,0,0,0,0,0,4,0,18,10,0,10,4,0.062156215621562164,9.617021276595743,inf,0.2127659574468085
266,Ben Swift,great-britain,234,42,6844,0,7,69.0,1.79,33,207,774,Ineos-grenadiers,2,3,2,0,6,1,2,3,1,1,0,7,12,19,2,0.03419053185271771,5.571428571428571,inf,0.16666666666666666
267,Egan Bernal,colombia,416,36,5933,2,19,60.0,1.75,23,101,411,Ineos-grenadiers,3,0,0,0,0,0,0,3,7,1,2,3,3,6,8,0.07011629866846453,11.555555555555555,18.0,0.5277777777777778
268,Jonathan Castroviejo,spain,133,57,9442,0,4,62.0,1.71,33,433,1324,Ineos-grenadiers,6,2,4,1,2,1,2,2,0,0,10,12,8,20,0,0.014085998729082819,2.333333333333333,inf,0.07017543859649122
269,Richard Carapaz,ecuador,1058,58,9645,1,21,62.0,1.7,27,11,737,Ineos-grenadiers,1,2,3,0,0,0,0,1,3,0,0,6,1,7,3,0.10969414204250907,18.241379310344826,58.0,0.3620689655172414
270,Dylan van Baarle,netherlands,383,61,10272,0,6,78.0,1.87,28,76,1679,Ineos-grenadiers,5,1,2,6,3,0,7,0,2,0,1,8,16,24,2,0.03728582554517134,6.278688524590164,inf,0.09836065573770493
271,Christian Knees,germany,13,33,5136,0,0,81.0,1.94,39,1553,1981,Ineos-grenadiers,8,6,6,8,5,4,11,3,1,2,0,20,31,51,3,0.0025311526479750773,0.3939393939393939,inf,0.0
272,Tao Geoghegan Hart,great-britain,779,43,6768,3,10,65.0,1.83,25,17,1189,Ineos-grenadiers,0,2,2,0,1,3,0,2,1,0,0,4,6,10,1,0.11510047281323878,18.11627906976744,14.333333333333336,0.2325581395348837
273,Gianni Moscon,italy,68,20,3535,0,1,70.0,1.82,26,1517,1122,Ineos-grenadiers,2,0,1,4,3,1,4,4,2,2,2,3,16,19,4,0.01923620933521924,3.4,inf,0.05
274,Andrey Amador,costa-rica,48,51,8380,0,0,73.0,1.81,34,NC,NC,Ineos-grenadiers,6,7,4,2,5,3,5,2,0,1,0,17,17,34,1,0.005727923627684964,0.9411764705882352,inf,0.0
275,Ian Stannard,great-britain,8,18,2752,0,0,83.0,1.91,33,1631,1599,Ineos-grenadiers,3,2,5,10,9,0,10,0,0,3,0,10,29,39,3,0.0029069767441860465,0.4444444444444444,inf,0.0
276,Pavel Sivakov,russia,416,42,6824,0,7,72.0,1.88,23,89,1685,Ineos-grenadiers,1,1,1,0,0,0,0,0,2,0,0,3,0,3,2,0.06096131301289566,9.904761904761905,inf,0.16666666666666666
277,Luke Rowe,great-britain,99,51,8357,0,1,72.0,1.85,30,511,NC,Ineos-grenadiers,6,0,2,7,5,1,8,0,0,0,0,8,21,29,0,0.01184635634797176,1.9411764705882355,inf,0.0196078431372549
278,Michał Gołaś,poland,30,34,5836,0,1,65.0,1.8,36,781,NC,Ineos-grenadiers,2,4,3,1,3,7,3,4,0,2,0,9,18,27,2,0.005140507196710075,0.8823529411764706,inf,0.029411764705882356
279,Filippo Ganna,italy,797,46,7241,7,10,82.0,1.93,24,28,1223,Ineos-grenadiers,0,1,0,2,3,0,2,0,0,0,9,1,7,8,0,0.11006767021129678,17.32608695652174,6.571428571428571,0.21739130434782608
280,Salvatore Puccio,italy,83,45,7402,0,1,68.0,1.82,31,629,NC,Ineos-grenadiers,0,7,6,4,9,3,5,5,0,0,0,13,26,39,0,0.011213185625506621,1.8444444444444448,inf,0.022222222222222227
281,Iván Ramiro Sosa,colombia,74,34,5385,1,2,58.0,1.68,23,840,1347,Ineos-grenadiers,0,1,1,0,0,1,0,3,4,0,0,2,4,6,4,0.013741875580315692,2.176470588235294,34.0,0.05882352941176471
282,Eddie Dunbar,ireland,170,25,4333,0,5,57.0,1.7,24,168,NC,Ineos-grenadiers,0,1,0,0,0,2,0,1,0,0,0,1,3,4,0,0.039233787214401114,6.8,inf,0.2
283,Jhonatan Narváez,ecuador,311,33,5229,3,10,65.0,1.74,23,125,NC,Ineos-grenadiers,0,2,0,0,0,0,0,0,1,1,0,2,0,2,2,0.059475999235035375,9.424242424242424,11.0,0.30303030303030304
284,Owain Doull,great-britain,106,36,5293,1,2,71.0,1.81,27,480,NC,Ineos-grenadiers,0,0,1,3,1,0,3,0,0,0,0,1,7,8,0,0.020026450028339315,2.9444444444444446,36.0,0.05555555555555555
285,Chris Lawless,great-britain,24,26,3789,0,1,72.0,1.78,25,1642,NC,Ineos-grenadiers,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0.0063341250989707035,0.9230769230769232,inf,0.038461538461538464
286,Ethan Hayter,great-britain,245,15,2706,1,7,,1.78,22,128,NC,Ineos-grenadiers,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0.09053954175905396,16.333333333333332,15.0,0.4666666666666667
287,Sebastián Henao,colombia,16,14,2212,0,1,57.0,1.71,27,NC,NC,Ineos-grenadiers,0,5,1,0,0,3,0,3,0,0,0,6,6,12,0,0.007233273056057866,1.1428571428571428,inf,0.07142857142857142
288,Cameron Wurf,australia,25,31,5041,0,0,71.0,1.71,37,NC,NC,Ineos-grenadiers,0,2,2,1,1,1,0,1,0,0,0,4,4,8,0,0.004959333465582225,0.8064516129032258,inf,0.0
289,Carlos Rodriguez,spain,11,21,3380,0,0,67.0,1.83,19,1206,NC,Ineos-grenadiers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003254437869822485,0.5238095238095238,inf,0.0
290,Leonardo Basso,italy,16,26,3555,0,1,63.0,1.77,27,NC,NC,Ineos-grenadiers,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.00450070323488045,0.6153846153846154,inf,0.038461538461538464
291,Brandon Smith Rivera,colombia,19,22,2974,0,3,,1.7,24,1089,NC,Ineos-grenadiers,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0.006388702084734364,0.8636363636363636,inf,0.13636363636363635
292,Nathan Brown,united-states,7,37,5071,0,1,65.0,1.83,29,1626,NC,rally-cycling,1,4,1,0,1,2,0,0,0,0,0,6,3,9,0,0.0013803983435219875,0.1891891891891892,inf,0.027027027027027032
293,Rob Britton,canada,4,22,2919,0,1,,1.88,36,NC,NC,rally-cycling,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0.0013703323055841044,0.18181818181818185,inf,0.045454545454545456
294,Gavin Mannion,united-states,98,36,4951,0,14,58.0,1.75,29,356,NC,rally-cycling,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.01979398101393658,2.7222222222222223,inf,0.3888888888888889
295,Robin Carpenter,united-states,14,17,2680,0,1,,1.78,28,1404,NC,rally-cycling,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.0052238805970149255,0.8235294117647058,inf,0.05882352941176471
296,John Murphy,united-states,0,0,0,0,0,81.0,1.85,36,NC,NC,rally-cycling,0,1,0,4,0,0,0,0,0,0,0,1,4,5,0,,,,
297,Ryan Anderson,canada,0,0,0,0,0,66.0,1.75,33,NC,NC,rally-cycling,0,0,1,1,0,0,1,0,0,0,0,1,2,3,0,,,,
298,Colin Joyce,united-states,14,18,2798,0,5,,1.78,26,1516,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005003573981415297,0.7777777777777778,inf,0.2777777777777778
299,Adam de Vos,canada,32,10,1612,0,2,,1.88,27,918,NC,rally-cycling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.01985111662531017,3.2,inf,0.2
300,Keegan Swirbul,united-states,8,12,1558,0,2,,,25,1525,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051347881899871635,0.6666666666666666,inf,0.16666666666666666
301,Pier-André Coté,canada,10,14,2322,0,0,,1.83,23,1528,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004306632213608958,0.7142857142857143,inf,0.0
302,Kyle Murphy,united-states,59,25,3534,0,2,67.0,1.85,29,446,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016694963214487834,2.36,inf,0.08
303,Ty Magner,united-states,0,6,849,0,0,,1.73,29,NC,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
304,Nigel Ellsay,canada,0,21,2759,0,0,,1.83,26,NC,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
305,Nickolas Zukowsky,canada,0,26,3729,0,0,,1.85,22,1947,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
306,Stephen Bassett,united-states,1,14,2216,0,1,,1.91,25,NC,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004512635379061372,0.07142857142857142,inf,0.07142857142857142
307,Matteo Dal-Cin,canada,0,23,3072,0,0,,1.96,29,NC,NC,rally-cycling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,inf,0.0
308,Emerson Oronte,united-states,0,18,2352,0,0,,1.75,30,NC,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
309,Maël Guégan,france,8,11,1474,0,3,,,22,1377,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427408412483039,0.7272727272727273,inf,0.2727272727272727
310,Jason Tesson,france,9,7,1027,0,3,,,22,589,NC,rally-cycling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008763388510223956,1.2857142857142858,inf,0.42857142857142855
311,Bryan Coquard,france,322,50,8295,1,13,59.0,1.71,28,146,397,vital-concept-bb-hotels-pb-ktm,4,0,0,0,1,0,3,0,2,6,1,4,4,8,8,0.038818565400843885,6.44,50.0,0.26
312,Pierre Rolland,france,304,42,6340,0,7,70.0,1.84,34,179,1002,vital-concept-bb-hotels-pb-ktm,11,2,4,0,0,8,0,1,2,0,0,17,9,26,2,0.04794952681388013,7.238095238095237,inf,0.16666666666666666
313,Jens Debusschere,belgium,9,50,8371,0,2,77.0,1.84,31,1331,863,vital-concept-bb-hotels-pb-ktm,4,1,3,8,3,0,8,0,1,7,0,8,19,27,8,0.0010751403655477245,0.18,inf,0.04
314,Arthur Vichot,france,8,7,769,0,1,74.0,1.84,32,1630,806,vital-concept-bb-hotels-pb-ktm,7,0,1,1,4,5,0,4,4,4,0,8,14,22,8,0.010403120936280884,1.1428571428571428,inf,0.14285714285714285
315,Tom-Jelte Slagter,netherlands,18,27,4161,0,1,57.0,1.69,31,1579,1320,vital-concept-bb-hotels-pb-ktm,3,4,1,0,4,7,0,8,1,0,0,8,19,27,1,0.004325883201153569,0.6666666666666666,inf,0.037037037037037035
316,Cyril Gautier,france,49,51,7971,0,1,65.0,1.69,33,815,NC,vital-concept-bb-hotels-pb-ktm,9,0,1,0,1,9,2,4,0,3,0,10,16,26,3,0.006147283904152553,0.9607843137254902,inf,0.0196078431372549
317,Jonas van Genechten,belgium,0,23,3270,0,0,67.0,1.76,34,NC,1311,vital-concept-bb-hotels-pb-ktm,0,0,2,5,1,0,3,0,0,4,0,2,9,11,4,0.0,0.0,inf,0.0
318,Johan Le Bon,france,75,22,3036,1,1,70.0,1.8,30,302,NC,vital-concept-bb-hotels-pb-ktm,0,2,3,5,2,0,5,0,0,1,3,5,12,17,1,0.024703557312252964,3.4090909090909087,22.0,0.045454545454545456
319,Kris Boeckmans,belgium,0,22,2998,0,0,76.0,1.8,33,NC,1280,vital-concept-bb-hotels-pb-ktm,2,0,1,4,3,0,4,0,2,3,0,3,11,14,5,0.0,0.0,inf,0.0
320,Quentin Pacher,france,188,51,7898,0,6,62.0,1.79,28,288,NC,vital-concept-bb-hotels-pb-ktm,1,0,0,0,0,1,0,1,0,0,0,1,2,3,0,0.02380349455558369,3.686274509803922,inf,0.1176470588235294
321,Kévin Reza,france,25,49,7892,0,0,71.0,1.86,32,NC,NC,vital-concept-bb-hotels-pb-ktm,3,1,2,0,1,7,0,0,0,0,0,6,8,14,0,0.0031677648251393817,0.5102040816326531,inf,0.0
322,Bert De Backer,belgium,37,28,4746,0,1,73.0,1.83,36,715,NC,vital-concept-bb-hotels-pb-ktm,0,4,0,10,2,0,10,0,0,1,0,4,22,26,1,0.007796038769490097,1.3214285714285714,inf,0.03571428571428571
323,Frederik Backaert,belgium,5,36,5782,0,0,78.0,1.88,30,NC,NC,vital-concept-bb-hotels-pb-ktm,2,0,0,4,0,0,6,0,0,0,0,2,10,12,0,0.0008647526807333102,0.1388888888888889,inf,0.0
324,Luca Mozzato,italy,129,31,4633,0,6,67.0,1.78,22,208,NC,vital-concept-bb-hotels-pb-ktm,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.027843729764731283,4.161290322580645,inf,0.1935483870967742
325,Arnaud Courteille,france,17,28,4031,0,0,62.0,1.76,31,1629,NC,vital-concept-bb-hotels-pb-ktm,0,3,4,0,0,2,0,4,0,0,0,7,6,13,0,0.0042173158025303895,0.6071428571428571,inf,0.0
326,Jérémy Lecroq,france,49,31,4619,0,2,76.0,1.86,25,552,NC,vital-concept-bb-hotels-pb-ktm,0,0,0,2,0,0,3,0,0,0,0,0,5,5,0,0.010608356787183372,1.5806451612903225,inf,0.06451612903225806
327,Jimmy Turgis,france,0,0,0,0,0,63.0,1.75,29,NC,NC,vital-concept-bb-hotels-pb-ktm,0,0,1,2,0,1,2,0,0,0,0,1,5,6,0,,,,
328,Cyril Barthe,france,42,51,8542,0,0,67.0,1.84,24,1205,NC,vital-concept-bb-hotels-pb-ktm,1,0,1,0,0,0,1,0,0,0,0,2,1,3,0,0.004916881292437368,0.8235294117647058,inf,0.0
329,Sebastian Schönberger,austria,22,36,5544,0,1,64.0,1.82,26,530,NC,vital-concept-bb-hotels-pb-ktm,0,0,0,0,1,0,0,2,0,0,0,0,3,3,0,0.003968253968253968,0.6111111111111112,inf,0.027777777777777776
330,Julien Morice,france,5,32,5085,0,0,81.0,1.91,29,NC,NC,vital-concept-bb-hotels-pb-ktm,0,0,1,5,0,0,4,0,0,0,1,1,9,10,0,0.0009832841691248774,0.15625,inf,0.0
331,Maxime Cam,france,0,22,3310,0,0,61.0,1.69,28,NC,NC,vital-concept-bb-hotels-pb-ktm,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,inf,0.0
332,Maxime Chevalier,france,25,35,5798,0,0,60.0,1.78,21,1933,NC,vital-concept-bb-hotels-pb-ktm,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.004311831666091756,0.7142857142857143,inf,0.0
333,Justin Mottier,france,0,22,3232,0,0,65.0,1.8,27,NC,NC,vital-concept-bb-hotels-pb-ktm,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,inf,0.0
334,Adrien Garel,france,3,26,4058,0,1,77.0,1.86,24,1851,NC,vital-concept-bb-hotels-pb-ktm,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0.0007392804337111878,0.1153846153846154,inf,0.038461538461538464
335,Rigoberto Urán,colombia,352,35,5879,1,6,63.0,1.73,33,115,273,ef-pro-cycling,7,6,6,0,1,7,0,10,0,3,3,19,18,37,3,0.05987412825310427,10.057142857142855,35.0,0.17142857142857146
336,Tejay van Garderen,united-states,60,55,8845,1,1,72.0,1.86,32,2054,328,ef-pro-cycling,9,1,6,0,0,4,0,2,3,0,7,16,6,22,3,0.006783493499152063,1.0909090909090908,55.0,0.01818181818181818
337,Sep Vanmarcke,belgium,63,26,4195,0,1,77.0,1.89,32,401,643,ef-pro-cycling,5,0,1,8,1,0,11,3,1,3,0,6,23,29,4,0.015017878426698453,2.4230769230769234,inf,0.038461538461538464
338,Tanel Kangert,estonia,296,51,8221,0,8,65.0,1.78,33,97,1411,ef-pro-cycling,5,8,3,0,0,6,0,2,1,2,4,16,8,24,3,0.03600535214694076,5.803921568627452,inf,0.1568627450980392
339,Sebastian Langeveld,netherlands,15,17,2471,0,0,67.0,1.78,35,1373,1014,ef-pro-cycling,6,0,3,12,11,1,13,3,1,4,0,9,40,49,5,0.006070416835289356,0.8823529411764706,inf,0.0
340,Michael Woods,canada,639,37,6316,2,10,64.0,1.75,34,42,969,ef-pro-cycling,1,2,3,0,1,5,0,4,0,1,0,6,10,16,1,0.10117162761241293,17.27027027027027,18.5,0.2702702702702703
341,Simon Clarke,australia,294,43,6951,1,6,63.0,1.75,34,132,1075,ef-pro-cycling,5,3,6,1,9,7,1,7,1,2,0,14,25,39,3,0.04229607250755287,6.837209302325581,43.0,0.13953488372093026
342,Jens Keukeleire,belgium,164,42,6989,0,1,69.0,1.85,32,181,946,ef-pro-cycling,5,2,2,10,7,1,9,4,3,2,0,9,31,40,5,0.02346544570038632,3.9047619047619047,inf,0.023809523809523808
343,Magnus Cort,denmark,216,38,6085,2,11,68.0,1.83,27,271,989,ef-pro-cycling,2,0,3,5,4,0,5,1,0,1,0,5,15,20,1,0.03549712407559573,5.684210526315789,19.0,0.2894736842105263
344,Moreno Hofland,netherlands,21,10,1333,0,4,71.0,1.79,29,1578,1273,ef-pro-cycling,0,3,1,0,2,1,0,0,1,2,0,4,3,7,3,0.015753938484621154,2.1,inf,0.4
345,Alberto Bettiol,italy,419,40,6657,1,6,69.0,1.8,27,61,1660,ef-pro-cycling,3,1,0,0,4,4,5,5,0,1,1,4,18,22,1,0.06294126483400933,10.475,40.0,0.15
346,Daniel Felipe Martínez,colombia,664,42,6852,5,11,63.0,1.72,24,34,1448,ef-pro-cycling,2,2,2,0,2,3,0,4,1,0,2,6,9,15,1,0.09690601284296556,15.809523809523812,8.4,0.2619047619047619
347,Hugh Carthy,great-britain,554,50,8057,1,12,69.0,1.93,26,48,1762,ef-pro-cycling,1,3,3,0,0,0,0,2,2,0,0,7,2,9,2,0.06876008439865955,11.08,50.0,0.24
348,Lawson Craddock,united-states,44,33,5094,1,3,69.0,1.78,28,1549,NC,ef-pro-cycling,2,1,3,0,2,4,0,2,0,0,0,6,8,14,0,0.008637612877895563,1.3333333333333333,33.0,0.09090909090909093
349,Sergio Higuita,colombia,417,36,5921,4,12,57.0,1.66,23,63,1982,ef-pro-cycling,1,0,1,0,0,0,0,1,1,1,0,2,1,3,2,0.0704272926870461,11.583333333333336,9.0,0.3333333333333333
350,Ruben Guerreiro,portugal,182,37,6090,1,3,65.0,1.79,26,135,NC,ef-pro-cycling,0,1,1,0,0,2,0,1,0,1,0,2,3,5,1,0.029885057471264367,4.918918918918919,37.0,0.08108108108108109
351,Kristoffer Halvorsen,norway,68,10,1475,0,2,69.0,1.79,24,554,NC,ef-pro-cycling,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.04610169491525424,6.8,inf,0.2
352,Mitchell Docker,australia,38,34,5339,0,0,,1.8,34,1628,NC,ef-pro-cycling,0,2,7,10,2,0,9,0,0,0,0,9,21,30,0,0.007117437722419929,1.1176470588235294,inf,0.0
353,Lachlan Morton,australia,32,35,5263,0,0,62.0,1.8,28,1791,NC,ef-pro-cycling,0,1,1,0,0,0,0,5,1,0,0,2,5,7,1,0.0060801824054721645,0.9142857142857144,inf,0.0
354,Alex Howes,united-states,5,4,524,0,0,61.0,1.8,32,NC,NC,ef-pro-cycling,2,1,2,0,1,8,0,2,0,1,0,5,11,16,1,0.009541984732824428,1.25,inf,0.0
355,Neilson Powless,united-states,200,41,6546,0,5,67.0,1.83,24,265,NC,ef-pro-cycling,1,0,1,0,1,1,0,1,0,0,0,2,3,5,0,0.030553009471432937,4.878048780487805,inf,0.12195121951219512
356,Luis Villalobos,mexico,0,7,1130,0,0,66.0,1.8,22,NC,NC,ef-pro-cycling,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,inf,0.0
357,Stefan Bissegger,switzerland,145,21,2548,0,9,78.0,1.78,22,184,NC,ef-pro-cycling,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.05690737833594976,6.904761904761906,inf,0.42857142857142855
358,Jonathan Klever Caicedo,ecuador,190,39,6333,2,5,62.0,1.64,27,210,NC,ef-pro-cycling,0,2,0,0,0,0,0,1,0,1,2,2,1,3,1,0.030001579030475286,4.871794871794871,19.5,0.1282051282051282
359,Julius van den Berg,netherlands,30,35,5244,0,0,78.0,1.89,24,NC,NC,ef-pro-cycling,0,0,1,1,1,0,0,0,0,0,0,1,2,3,0,0.005720823798627002,0.8571428571428571,inf,0.0
360,Logan Owen,united-states,20,30,4327,0,0,67.0,1.78,25,NC,NC,ef-pro-cycling,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0.004622140050843541,0.6666666666666666,inf,0.0
361,Tom Scully,new-zealand,21,35,5054,0,1,85.0,1.88,30,1222,NC,ef-pro-cycling,2,1,1,3,1,0,4,0,0,0,0,4,8,12,0,0.0041551246537396115,0.6,inf,0.028571428571428567
362,Jonas Rutsch,germany,30,27,3913,0,0,82.0,1.97,22,1663,NC,ef-pro-cycling,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.007666751852798364,1.1111111111111112,inf,0.0
363,Sean Bennett,united-states,38,24,3672,0,1,66.0,1.78,24,623,NC,ef-pro-cycling,0,2,0,0,0,0,0,1,0,0,0,2,1,3,0,0.010348583877995643,1.5833333333333333,inf,0.04166666666666666
364,James Whelan,australia,38,36,5553,0,1,65.0,1.86,24,1181,NC,ef-pro-cycling,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.006843147848010085,1.0555555555555556,inf,0.027777777777777776
365,Piotr Havik,netherlands,0,18,2801,0,0,73.0,1.85,26,1569,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,inf,0.0
366,Nick van der Lijke,netherlands,56,24,3994,0,2,61.0,1.76,29,537,NC,riwal-securitas-cycling-team,0,1,0,0,0,2,0,0,0,0,0,1,2,3,0,0.014021031547320982,2.333333333333333,inf,0.08333333333333333
367,Sondre Holst Enger,norway,0,15,1949,0,0,69.0,1.71,27,NC,NC,riwal-securitas-cycling-team,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,inf,0.0
368,Rasmus Quaade,denmark,0,9,1309,0,0,75.0,1.87,30,NC,NC,riwal-securitas-cycling-team,0,0,0,0,0,1,0,0,0,2,2,0,1,1,2,0.0,0.0,inf,0.0
369,August Jensen,norway,51,29,4499,0,5,67.0,1.76,29,473,NC,riwal-securitas-cycling-team,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.011335852411647031,1.7586206896551724,inf,0.1724137931034483
370,Andreas Kron,denmark,158,27,4496,1,7,63.0,1.78,22,160,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351423487544484,5.851851851851853,27.0,0.25925925925925924
371,Elmar Reinders,netherlands,21,17,2601,0,2,78.0,1.91,28,846,NC,riwal-securitas-cycling-team,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0.008073817762399077,1.2352941176470589,inf,0.1176470588235294
372,Arvid de Kleijn,netherlands,112,24,3875,0,7,68.0,1.71,26,217,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.02890322580645161,4.666666666666667,inf,0.2916666666666667
373,Emil Vinjebo,denmark,0,20,3666,0,1,67.0,1.81,26,1081,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.05
374,Lucas Eriksson,sweden,40,22,3841,0,1,64.0,1.79,24,513,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.010413954699297056,1.818181818181818,inf,0.045454545454545456
375,Christoffer Lisson,denmark,0,20,3417,0,0,73.0,1.93,25,NC,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
376,Martijn Budding,netherlands,12,19,3005,0,1,74.0,1.87,25,1237,NC,riwal-securitas-cycling-team,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.003993344425956739,0.631578947368421,inf,0.05263157894736842
377,James Shaw,great-britain,19,23,3673,0,0,63.0,1.79,24,1376,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.005172883201742445,0.8260869565217391,inf,0.0
378,Sindre Lunke,norway,0,14,1780,0,0,69.0,1.83,27,NC,NC,riwal-securitas-cycling-team,0,1,1,1,0,2,0,1,0,0,0,2,4,6,0,0.0,0.0,inf,0.0
379,Kristian Aasvold,norway,16,17,2643,0,3,61.0,1.73,25,512,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006053726825576996,0.9411764705882352,inf,0.17647058823529413
